CHROMOSOME	START	END	STRAND	GENE_ID	GENE_NAME
11	111191104	111194541	+	ENSG00000288097.1_1	AP002448.1
11	111222980	111326355	-	ENSG00000110777.12_5	POU2AF1
11	111284967	111288911	-	ENSG00000255428.1_8	AP002008.3
11	111319175	111346122	+	ENSG00000255093.2_6	AP002008.2
11	111338251	111383079	-	ENSG00000137707.13_6	BTG4
11	111381325	111384613	+	ENSG00000286028.1_2	AP002008.4
11	111384768	111397480	-	ENSG00000254980.1_7	AP002008.1
11	111385510	111407756	+	ENSG00000183644.13_5	C11orf88
11	111411005	111432470	+	ENSG00000204381.11_6	LAYN
11	111473173	111601579	+	ENSG00000170145.5_3	SIK2
11	111541680	111543128	-	ENSG00000235286.1_5	AP000925.1
11	111597632	111637113	-	ENSG00000137713.16_5	PPP2R1B
11	111639392	111649074	-	ENSG00000254990.5_7	AP001781.1
11	111652919	111742305	-	ENSG00000086848.15_6	ALG9
11	111657010	111750149	-	ENSG00000258529.5_7	AP001781.2
11	111687938	111699936	-	ENSG00000254450.1_7	ALG9-IT1
11	111734977	111735183	+	ENSG00000254949.1_4	GNG5P3
11	111744780	111751967	-	ENSG00000255561.7_5	FDXACB1
11	111749659	111756699	+	ENSG00000137720.8_6	C11orf1
11	111759923	111760198	-	ENSG00000176343.5_2	RPL37AP8
11	111779288	111794446	-	ENSG00000109846.9_6	CRYAB
11	111783458	111784817	+	ENSG00000170276.6_4	HSPB2
11	111783460	111797595	+	ENSG00000254445.1_7	HSPB2-C11orf52
11	111788756	111797595	+	ENSG00000149300.10_6	C11orf52
11	111797868	111893377	+	ENSG00000150764.14_7	DIXDC1
11	111799124	111799232	+	ENSG00000238965.1_1	RNA5SP351
11	111816363	111817616	-	ENSG00000255286.2_6	AP000907.1
11	111886031	111886848	+	ENSG00000255334.1_7	AP000907.2
11	111895538	111935114	+	ENSG00000150768.15_2	DLAT
11	111900582	111901091	-	ENSG00000230911.1_4	PPIHP1
11	111907351	111907587	-	ENSG00000271025.1_5	AP000907.3
11	111934734	111944998	-	ENSG00000150773.10_3	PIH1D2
11	111944810	111955874	+	ENSG00000150776.18_8	NKAPD1
11	111955524	111957522	-	ENSG00000150779.12_6	TIMM8B
11	111957548	111990739	+	ENSG00000204370.12_7	SDHD
11	111957627	112064528	+	ENSG00000255292.8_6	AP002884.2
11	112013976	112034819	-	ENSG00000150782.12_5	IL18
11	112035920	112043329	-	ENSG00000254638.1_8	AP002884.1
11	112038095	112043279	+	ENSG00000150783.10_4	TEX12
11	112046233	112095422	+	ENSG00000197580.13_6	BCO2
11	112051496	112053914	+	ENSG00000214264.4_4	KCTD9P4
11	112079324	112079621	+	ENSG00000255231.1_2	MRPS36P4
11	112089049	112089443	+	ENSG00000243930.1_4	RPS12P21
11	112097090	112140678	+	ENSG00000150787.8_4	PTS
11	112106094	112106748	-	ENSG00000243250.1_4	RPS6P16
11	112118876	112131583	-	ENSG00000188771.5_4	PLET1
11	112130988	112132119	+	ENSG00000268472.2_8	AP002884.3
11	112138013	112139094	-	ENSG00000213234.4_4	ST13P10
11	112141472	112233257	+	ENSG00000250303.4_8	LINC02762
11	112263841	112495290	+	ENSG00000254968.7_8	LINC02763
11	112332191	112332643	-	ENSG00000213233.5_2	RPL23AP62
11	112404943	112426525	-	ENSG00000255484.2_8	LINC02764
11	112508065	112621854	+	ENSG00000285769.2_2	AP003100.2
11	112569495	112591874	-	ENSG00000287006.1_2	AP003100.3
11	112658027	112666577	+	ENSG00000254626.1_6	AP003100.1
11	112693529	112705847	-	ENSG00000288070.1_2	AC016902.1
11	112830002	112834182	-	ENSG00000247416.4_7	AP000802.1
11	112831969	113149158	+	ENSG00000149294.16_6	NCAM1
11	113135859	113144754	-	ENSG00000227487.4_7	NCAM1-AS1
11	113148972	113185204	-	ENSG00000255129.6_7	AP000880.1
11	113185251	113254266	+	ENSG00000149292.16_6	TTC12
11	113239200	113239839	+	ENSG00000270179.1_7	AP002840.2
11	113258501	113271138	+	ENSG00000170209.5_3	ANKK1
11	113276043	113282839	+	ENSG00000256757.1_6	AP002840.1
11	113280327	113346413	-	ENSG00000149295.14_5	DRD2
11	113558269	113577095	-	ENSG00000166682.13_6	TMPRSS5
11	113582442	113583120	+	ENSG00000256091.1_4	MTRF1LP1
11	113603909	113644457	-	ENSG00000086827.9_5	ZW10
11	113621838	113622008	-	ENSG00000243353.1_4	RPS29P19
11	113640382	113640716	+	ENSG00000257070.1_5	AP003170.5
11	113641115	113642413	-	ENSG00000256603.1_8	AP003170.4
11	113650469	113651222	+	ENSG00000228607.2_2	CLDN25
11	113659953	113662088	+	ENSG00000256167.1_4	ATF4P4
11	113659964	113660749	+	ENSG00000255870.1_5	AP003170.2
11	113662188	113662474	+	ENSG00000257101.1_4	LRRC37A13P
11	113668596	113746292	-	ENSG00000048028.11_5	USP28
11	113688799	113693180	+	ENSG00000256452.1_6	AP003170.3
11	113691578	113692607	-	ENSG00000255710.2_5	AP003170.1
11	113775399	113819800	+	ENSG00000149305.7_4	HTR3B
11	113845603	113861035	+	ENSG00000166736.11_4	HTR3A
11	113930433	114127487	+	ENSG00000109906.14_6	ZBTB16
11	114030513	114031888	-	ENSG00000286463.1_2	AP002755.1
11	114081338	114227293	-	ENSG00000256947.1_7	AP002518.2
11	114128509	114184007	+	ENSG00000166741.7_3	NNMT
11	114213774	114266941	-	ENSG00000256195.3_7	AP002518.1
11	114262165	114271233	-	ENSG00000180425.11_3	C11orf71
11	114270752	114284925	+	ENSG00000076053.10_4	RBM7
11	114271404	114314654	+	ENSG00000255663.1_6	AP002373.1
11	114310108	114321001	+	ENSG00000076043.10_6	REXO2
11	114323786	114324845	+	ENSG00000256533.1_5	AP002373.2
11	114383428	114384153	-	ENSG00000255982.1_4	NXPE2P1
11	114388586	114389093	+	ENSG00000270204.1_6	AC020549.3
11	114392367	114430617	-	ENSG00000095110.8_8	NXPE1
11	114441313	114466508	-	ENSG00000137634.10_5	NXPE4
11	114453975	114455414	+	ENSG00000256674.1_6	AC020549.2
11	114549249	114577791	+	ENSG00000204361.10_6	NXPE2
11	115039938	115375675	-	ENSG00000182985.17_8	CADM1
11	115203248	115204137	-	ENSG00000287897.1_2	AP000465.1
11	115204296	115210981	+	ENSG00000256972.1_3	AP000462.3
11	115234348	115248649	+	ENSG00000255580.1_6	AP000462.1
11	115267474	115268376	+	ENSG00000256315.1_6	AP000462.2
11	115403040	115403671	-	ENSG00000256281.1_7	AP003174.2
11	115409587	115410102	-	ENSG00000257087.1_5	AP003174.3
11	115448767	115448961	+	ENSG00000255903.2_4	RPL12P46
11	115453015	115471057	+	ENSG00000255689.1_6	AP003174.1
11	115498783	115500461	+	ENSG00000255599.1_4	AP000997.2
11	115509281	115517680	+	ENSG00000260254.1_4	AP000997.3
11	115529886	115532135	+	ENSG00000279771.1_4	AP000997.4
11	115530376	115713864	+	ENSG00000256717.1_8	LINC02698
11	115602660	115605460	-	ENSG00000279818.1_6	AP002991.1
11	115605566	115627644	+	ENSG00000288020.1_2	AP002991.2
11	115624607	115631364	-	ENSG00000246100.4_6	LINC00900
11	115790966	115813899	+	ENSG00000257067.6_7	LINC02703
11	115820914	115821519	-	ENSG00000244259.1_5	AP000797.2
11	115821823	115822209	-	ENSG00000239600.1_5	AP000797.1
11	116367616	116371347	-	ENSG00000236437.1_6	LINC02151
11	116480712	116480811	-	ENSG00000278945.1_1	AP000770.1
11	116510139	116529012	+	ENSG00000237937.6_5	LINC02702
11	116618886	116643703	-	ENSG00000137656.12_5	BUD13
11	116644105	116644921	+	ENSG00000226645.1_6	AP006216.1
11	116644515	116658755	-	ENSG00000109917.11_5	ZPR1
11	116660083	116663136	-	ENSG00000110243.12_3	APOA5
11	116683920	116684719	-	ENSG00000236267.1_7	AP006216.2
11	116691361	116692257	+	ENSG00000285513.1_3	AP006216.3
11	116691416	116694020	-	ENSG00000110244.7_4	APOA4
11	116700422	116703788	+	ENSG00000110245.12_3	APOC3
11	116706467	116708666	-	ENSG00000118137.9_3	APOA1
11	116706833	116726734	+	ENSG00000235910.2_7	APOA1-AS
11	116714118	116969153	-	ENSG00000160584.16_8	SIK3
11	116906513	116906767	-	ENSG00000234268.1_5	AP000936.3
11	116969703	116978886	+	ENSG00000224077.1_6	AP000936.1
11	116988510	116989897	-	ENSG00000225236.1_6	AP000936.2
11	117006244	117009298	+	ENSG00000254851.1_5	AP005018.2
11	117014607	117014907	-	ENSG00000254678.1_5	AP005018.1
11	117015000	117047610	+	ENSG00000168092.14_3	PAFAH1B2
11	117049452	117068161	+	ENSG00000149577.16_4	SIDT2
11	117070086	117078180	+	ENSG00000149591.17_4	TAGLN
11	117075053	117103241	-	ENSG00000160613.13_5	PCSK7
11	117075683	117081008	+	ENSG00000280143.1_1	AP000892.4
11	117103341	117157170	+	ENSG00000167257.11_6	RNF214
11	117155923	117186975	-	ENSG00000186318.16_3	BACE1
11	117159169	117164287	+	ENSG00000278768.2_6	BACE1-AS
11	117167721	117168044	-	ENSG00000276505.1_7	AP000892.3
11	117185273	117283982	+	ENSG00000110274.16_6	CEP164
11	117187078	117198754	-	ENSG00000250699.1_7	AP000892.1
11	117206972	117207347	-	ENSG00000271412.1_4	PRR13P3
11	117298488	117688240	-	ENSG00000177103.15_6	DSCAML1
11	117481816	117482732	-	ENSG00000279586.1_3	AP000711.1
11	117539198	117539573	+	ENSG00000270403.1_6	AP001554.1
11	117671559	117699413	-	ENSG00000137731.14_6	FXYD2
11	117689158	117692707	+	ENSG00000254844.4_6	AP000757.2
11	117690878	117747382	-	ENSG00000255245.4_4	FXYD6-FXYD2
11	117704434	117709657	+	ENSG00000254528.7_6	AP000757.1
11	117707691	117748201	-	ENSG00000137726.17_6	FXYD6
11	117771356	117800174	-	ENSG00000137747.16_5	TMPRSS13
11	117857063	117873752	+	ENSG00000110324.10_3	IL10RA
11	117874349	117959014	-	ENSG00000255274.9_7	SMIM35
11	117947727	117992605	+	ENSG00000137648.18_6	TMPRSS4
11	118004092	118023603	-	ENSG00000177098.8_3	SCN4B
11	118028564	118047354	-	ENSG00000149575.6_5	SCN2B
11	118064440	118095809	-	ENSG00000160593.19_9	JAML
11	118079647	118079926	-	ENSG00000255163.1_4	HSPE1P18
11	118097405	118123080	-	ENSG00000160588.10_4	MPZL3
11	118124131	118135251	-	ENSG00000149573.9_4	MPZL2
11	118135308	118137532	+	ENSG00000280032.1_5	AP002800.1
11	118175445	118186890	+	ENSG00000198851.10_3	CD3E
11	118193504	118193798	-	ENSG00000254992.1_5	AP001582.1
11	118209669	118213459	-	ENSG00000167286.9_3	CD3D
11	118215059	118225876	+	ENSG00000160654.10_3	CD3G
11	118230300	118269926	+	ENSG00000110344.9_3	UBE4A
11	118267810	118272610	-	ENSG00000254873.1_7	AP001267.1
11	118272317	118353452	+	ENSG00000285827.1_1	AP001267.5
11	118272321	118302211	+	ENSG00000167283.8_5	ATP5MG
11	118286692	118287236	+	ENSG00000269944.1_7	AP001267.4
11	118303836	118305921	-	ENSG00000255384.1_6	AP001267.2
11	118307205	118397547	+	ENSG00000118058.22_7	KMT2A
11	118380988	118401809	-	ENSG00000255435.7_8	AP001267.3
11	118398187	118401912	+	ENSG00000172425.11_4	TTC36
11	118401756	118417995	+	ENSG00000149582.16_5	TMEM25
11	118415243	118443685	-	ENSG00000118096.8_6	IFT46
11	118431405	118432295	+	ENSG00000243431.1_2	RPL5P30
11	118443105	118473748	+	ENSG00000095139.14_3	ARCN1
11	118477155	118528741	+	ENSG00000019144.19_8	PHLDB1
11	118507338	118508815	+	ENSG00000255176.1_7	AP000941.1
11	118528026	118550399	-	ENSG00000118094.12_4	TREH
11	118558742	118561308	-	ENSG00000255239.2_5	TREHP1
11	118571136	118620973	+	ENSG00000255422.3_6	AP002954.1
11	118591813	118600121	-	ENSG00000287238.1_3	AP002954.2
11	118618472	118661873	-	ENSG00000110367.13_5	DDX6
11	118661963	118663846	+	ENSG00000278376.1_7	AP004609.5
11	118692604	118692793	+	ENSG00000254478.1_6	AP004609.4
11	118704555	118705265	-	ENSG00000254621.1_4	SETP16
11	118754601	118768496	+	ENSG00000160683.5_3	CXCR5
11	118756550	118758451	-	ENSG00000245869.2_7	AP004609.3
11	118764584	118796317	-	ENSG00000186174.12_6	BCL9L
11	118795873	118829269	+	ENSG00000110375.3_3	UPK2
11	118842422	118851997	+	ENSG00000176302.13_5	FOXR1
11	118865534	118868714	-	ENSG00000255121.2_8	CCDC84-DT
11	118868848	118886503	+	ENSG00000186166.9_3	CCDC84
11	118873722	118874156	-	ENSG00000240970.1_2	RPL23AP64
11	118874452	118875603	-	ENSG00000254428.1_7	AP003392.1
11	118876437	118876644	-	ENSG00000254909.1_5	AP003392.2
11	118886422	118889401	-	ENSG00000118181.11_4	RPS25
11	118889473	118896164	+	ENSG00000196655.12_4	TRAPPC4
11	118894824	118901616	-	ENSG00000137700.18_9	SLC37A4
11	118914899	118916205	+	ENSG00000255114.1_6	AP003392.3
11	118914899	118927938	-	ENSG00000149428.19_8	HYOU1
11	118935974	118936388	-	ENSG00000271751.1_7	AP003392.4
11	118938085	118938409	-	ENSG00000272186.1_7	AP003392.5
11	118938403	118952688	+	ENSG00000160695.14_2	VPS11
11	118955576	118964259	+	ENSG00000256269.10_7	HMBS
11	118964564	118966177	-	ENSG00000188486.3_4	H2AX
11	118967213	118979041	-	ENSG00000172269.19_5	DPAGT1
11	118972908	118989254	+	ENSG00000172375.13_3	C2CD2L
11	118992290	119006769	+	ENSG00000172273.13_6	HINFP
11	119019762	119033362	+	ENSG00000172350.10_5	ABCG4
11	119037277	119054725	+	ENSG00000160703.16_4	NLRX1
11	119056166	119060932	+	ENSG00000172367.16_4	PDZD3
11	119060347	119067479	-	ENSG00000248712.7_3	CCDC153
11	119077008	119184636	+	ENSG00000110395.7_5	CBL
11	119179239	119192231	-	ENSG00000076706.17_6	MCAM
11	119205237	119208019	+	ENSG00000173456.5_3	RNF26
11	119206959	119208019	-	ENSG00000245385.2_7	AP003396.1
11	119209652	119211650	-	ENSG00000223953.6_7	C1QTNF5
11	119209652	119217415	-	ENSG00000235718.9_5	MFRP
11	119225925	119252421	-	ENSG00000036672.16_5	USP2
11	119235069	119397374	+	ENSG00000245248.8_7	USP2-AS1
11	119243416	119252323	+	ENSG00000254740.2_6	AP003396.3
11	119273502	119274798	+	ENSG00000254590.1_5	AP003396.2
11	119274673	119274937	-	ENSG00000254892.1_5	AP003396.4
11	119288088	119295695	-	ENSG00000154096.13_7	THY1
11	119288661	119289824	+	ENSG00000263873.1_7	AP003396.5
11	119315701	119316229	-	ENSG00000255377.1_2	DUXAP5
11	119473587	119475018	-	ENSG00000230716.3_2	KRT8P7
11	119479135	119529994	+	ENSG00000254561.4_6	AP003393.1
11	119494120	119599910	-	ENSG00000110400.11_5	NECTIN1
11	119580630	119584635	+	ENSG00000255247.1_7	NECTIN1-AS1
11	119600293	119610333	+	ENSG00000254854.1_6	AP003390.1
11	119692013	119692838	-	ENSG00000254406.1_5	AP001994.1
11	119703675	119738391	+	ENSG00000287545.1_1	AP001994.2
11	119763409	119790705	+	ENSG00000288047.1_1	AP001994.3
11	119846820	119880297	+	ENSG00000286992.1_2	AP001360.3
11	119858661	119865746	-	ENSG00000254863.2_8	LINC02744
11	119878753	119884329	-	ENSG00000255216.2_8	AP001360.1
11	119897462	119899050	+	ENSG00000286731.1_2	AP001360.2
11	119981994	120056237	-	ENSG00000137699.17_5	TRIM29
11	120039685	120042387	+	ENSG00000176984.6_6	AP000679.1
11	120081740	120101043	+	ENSG00000184232.9_5	OAF
11	120107349	120190654	+	ENSG00000137709.10_4	POU2F3
11	120120468	120136641	-	ENSG00000259541.5_7	AP001150.1
11	120195838	120204391	+	ENSG00000181264.8_3	TLCD5
11	120207122	120360646	+	ENSG00000196914.9_3	ARHGEF12
11	120382409	120859613	+	ENSG00000149403.12_3	GRIK4
11	120490643	120490976	-	ENSG00000255006.1_4	ELOCP22
11	120738642	120765506	-	ENSG00000250493.2_7	AP004147.1
11	120806811	120807363	-	ENSG00000254735.1_4	HMGB1P42
11	120894781	120961484	+	ENSG00000154114.12_5	TBCEL
11	120894834	120983817	+	ENSG00000285509.1_4	AP000646.1
11	120971882	121062202	+	ENSG00000109927.10_6	TECTA
11	121109013	121109397	+	ENSG00000254515.1_5	AP001124.1
11	121120979	121121687	-	ENSG00000244400.2_2	RPS4XP12
11	121163390	121184119	+	ENSG00000109929.10_4	SC5D
11	121232563	121233574	-	ENSG00000232460.4_3	BMPR1AP2
11	121297354	121298125	-	ENSG00000271022.1_5	AP002365.1
11	121318040	121323722	-	ENSG00000246790.2_7	AP000977.1
11	121323023	121504472	+	ENSG00000137642.13_3	SORL1
11	121544969	121799684	+	ENSG00000286044.1_2	AP001977.1
11	121850279	121896645	-	ENSG00000286023.1_3	AP001924.1
11	121896801	121898375	+	ENSG00000286497.1_1	AP001924.2
11	121899033	122427429	-	ENSG00000255248.9_7	MIR100HG
11	121986048	121986923	-	ENSG00000259571.2_4	BLID
11	122165646	122172471	-	ENSG00000255015.1_8	AP000755.1
11	122165898	122178727	+	ENSG00000255219.1_7	AP000755.2
11	122484152	122485194	-	ENSG00000254572.2_4	GLULP3
11	122489559	122489982	+	ENSG00000254935.1_5	AP002469.1
11	122526430	122685181	+	ENSG00000154127.10_3	UBASH3B
11	122550509	122552650	-	ENSG00000286341.1_3	AP002762.3
11	122621855	122722325	-	ENSG00000285909.1_4	AP002762.2
11	122709208	122743351	+	ENSG00000109943.9_3	CRTAM
11	122753391	122834570	+	ENSG00000109944.11_4	JHY
11	122831035	122831794	+	ENSG00000254944.1_5	ATP5PBP5
11	122848278	122852542	-	ENSG00000188909.5_4	BSX
11	122888346	122889369	+	ENSG00000213184.3_5	AP003040.1
11	122906575	122906932	+	ENSG00000243669.2_4	RPL34P23
11	122920495	122921061	-	ENSG00000244641.2_5	RPS26P43
11	122921869	122922109	+	ENSG00000233541.4_4	RPL31P47
11	122928197	122933938	-	ENSG00000109971.14_8	HSPA8
11	122933363	122955578	+	ENSG00000288061.1_2	AP000926.2
11	122940580	123065956	-	ENSG00000166250.12_5	CLMP
11	123006631	123007084	-	ENSG00000255342.1_5	AP000926.1
11	123059510	123099210	+	ENSG00000254710.2_6	AP001970.1
11	123184365	123186048	-	ENSG00000254823.2_9	LINC02727
11	123210882	123211422	-	ENSG00000254407.1_4	PHBP17
11	123229136	123498482	+	ENSG00000023171.18_6	GRAMD1B
11	123468654	123470160	-	ENSG00000254449.1_4	SF3A3P2
11	123499895	123525952	-	ENSG00000166257.9_5	SCN3B
11	123539207	123546277	+	ENSG00000254467.2_6	AP002765.1
11	123594622	123612383	-	ENSG00000166261.11_5	ZNF202
11	123624196	123625253	-	ENSG00000221931.2_2	OR6X1
11	123676043	123677095	-	ENSG00000196099.4_2	OR6M1
11	123709743	123712638	-	ENSG00000254613.2_4	OR6M2P
11	123732530	123733229	-	ENSG00000254430.1_2	OR6M3P
11	123753627	123756377	-	ENSG00000204300.7_6	TMEM225
11	123772874	123779936	+	ENSG00000181518.4_4	OR8D4
11	123810250	123811344	+	ENSG00000171014.2_2	OR4D5
11	123813492	123814580	-	ENSG00000181499.2_2	OR6T1
11	123847368	123848488	-	ENSG00000196248.5_3	OR10S1
11	123864870	123865868	-	ENSG00000198674.3_5	OR10G6
11	123880362	123880719	+	ENSG00000226461.3_2	OR10G5P
11	123883704	123889439	+	ENSG00000254737.2_6	OR10G4
11	123893720	123894655	+	ENSG00000236981.1_3	OR10G9
11	123897505	123901341	+	ENSG00000234560.4_4	OR10G8
11	123906720	123912032	-	ENSG00000182634.8_6	OR10G7
11	123925500	123926414	+	ENSG00000213182.4_3	OR10D5P
11	123964289	123965239	-	ENSG00000186268.3_2	OR10D4P
11	123975672	123981799	-	ENSG00000213181.3_4	OR10N1P
11	123986111	124018428	+	ENSG00000110002.16_4	VWA5A
11	124029128	124030063	+	ENSG00000196403.4_2	OR10D1P
11	124054052	124059487	+	ENSG00000197309.3_4	OR10D3
11	124077890	124078819	+	ENSG00000239426.4_2	OR8F1P
11	124082414	124086535	+	ENSG00000255425.5_3	OR8G3P
11	124095437	124096344	+	ENSG00000181214.7_3	OR8G2P
11	124109121	124110228	+	ENSG00000276316.1_3	OR8G7P
11	124111835	124124260	+	ENSG00000197849.6_5	OR8G1
11	124126272	124136114	+	ENSG00000255298.3_3	OR8G5
11	124143866	124144477	+	ENSG00000255116.2_2	SLC5A4P1
11	124172727	124184995	-	ENSG00000196341.3_6	OR8D1
11	124189134	124190184	-	ENSG00000279116.2_4	OR8D2
11	124194767	124195685	-	ENSG00000254976.1_4	OR8B7P
11	124208679	124209558	-	ENSG00000255225.1_4	OR8B6P
11	124227456	124228365	-	ENSG00000255030.1_4	OR8B5P
11	124235361	124237194	-	ENSG00000227737.3_4	OR8B1P
11	124246773	124247697	-	ENSG00000229254.1_2	OR8C1P
11	124252290	124254358	-	ENSG00000284680.1_3	OR8B2
11	124265430	124268920	-	ENSG00000284609.1_3	OR8B3
11	124274130	124274998	-	ENSG00000255048.1_2	OR8X1P
11	124276893	124284688	-	ENSG00000285561.1_3	AP001804.1
11	124293800	124294789	-	ENSG00000280090.2_3	OR8B4
11	124307341	124315592	-	ENSG00000197125.3_5	OR8B8
11	124330430	124331381	+	ENSG00000255510.1_2	OR8A2P
11	124346859	124352766	-	ENSG00000229386.3_4	OR8B9P
11	124386207	124387138	-	ENSG00000254646.1_2	OR8B10P
11	124401521	124401806	+	ENSG00000255315.1_4	OR8A3P
11	124408396	124409230	-	ENSG00000254937.1_5	AP000916.1
11	124409531	124415229	-	ENSG00000170953.3_4	OR8B12
11	124436556	124452838	+	ENSG00000196119.8_5	OR8A1
11	124471480	124472134	+	ENSG00000255341.1_2	OR8Q1P
11	124481324	124490252	+	ENSG00000154143.3_3	PANX3
11	124492732	124505822	+	ENSG00000154144.13_4	TBRG1
11	124503009	124565603	-	ENSG00000110013.13_4	SIAE
11	124506355	124506488	+	ENSG00000200278.1_1	RNA5SP352
11	124543694	124567414	+	ENSG00000064199.6_2	SPA17
11	124609838	124617106	+	ENSG00000154146.13_3	NRGN
11	124614530	124616233	-	ENSG00000255045.1_7	AP000866.5
11	124617370	124622151	-	ENSG00000019102.12_4	VSIG2
11	124622479	124632186	-	ENSG00000149564.12_4	ESAM
11	124629025	124636015	+	ENSG00000250073.3_7	AP000866.2
11	124636394	124670569	-	ENSG00000120458.11_4	MSANTD2
11	124659136	124662714	-	ENSG00000279342.2_5	AP000866.6
11	124661124	124661556	+	ENSG00000254509.1_5	AP000866.3
11	124670320	124704383	+	ENSG00000245498.7_7	AP000866.1
11	124677718	124678165	-	ENSG00000254941.1_5	AP000866.4
11	124735328	124751367	+	ENSG00000154134.15_3	ROBO3
11	124753587	124757685	+	ENSG00000254568.1_6	AP003501.1
11	124753587	124768396	-	ENSG00000154133.15_4	ROBO4
11	124761200	124762022	+	ENSG00000254943.1_6	AP003501.2
11	124789101	124806308	-	ENSG00000165478.7_4	HEPACAM
11	124789140	124790573	+	ENSG00000221932.6_2	HEPN1
11	124819101	124823940	-	ENSG00000285825.2_3	CCDC15-DT
11	124824017	124911385	+	ENSG00000149548.15_3	CCDC15
11	124932963	124960208	+	ENSG00000134955.11_7	SLC37A2
11	124966441	124981659	-	ENSG00000150433.9_6	TMEM218
11	124983057	124996677	+	ENSG00000187686.4_4	KRT18P59
11	125002743	125009483	-	ENSG00000255475.1_7	AP001007.2
11	125028357	125034505	-	ENSG00000254880.1_6	PKNOX2-AS1
11	125034583	125303285	+	ENSG00000165495.16_5	PKNOX2
11	125058011	125061300	+	ENSG00000259290.1_7	AP001007.3
11	125128522	125136694	-	ENSG00000254932.2_7	AP001007.1
11	125312777	125462463	-	ENSG00000149557.14_8	FEZ1
11	125365110	125369424	+	ENSG00000255537.1_4	AP000708.1
11	125439176	125454579	+	ENSG00000149547.15_8	EI24
11	125461607	125495110	+	ENSG00000134910.14_6	STT3A
11	125495560	125546150	+	ENSG00000149554.13_5	CHEK1
11	125541417	125550769	-	ENSG00000134940.14_4	ACRV1
11	125616174	125619762	+	ENSG00000171053.10_3	PATE1
11	125646008	125648723	-	ENSG00000196844.9_5	PATE2
11	125658022	125661495	+	ENSG00000236027.3_3	PATE3
11	125703211	125709967	+	ENSG00000237353.7_3	PATE4
11	125742926	125744423	-	ENSG00000260209.1_7	AP000842.3
11	125753509	125770543	+	ENSG00000198331.10_2	HYLS1
11	125763380	125773116	-	ENSG00000110060.9_6	PUS3
11	125773142	125808811	-	ENSG00000255027.2_7	AP000842.2
11	125773243	125813597	+	ENSG00000109832.14_4	DDX25
11	125810391	125811088	-	ENSG00000254790.1_6	AP000842.1
11	125815951	125828542	+	ENSG00000283703.2_4	VSIG10L2
11	125825691	125933230	-	ENSG00000064309.14_3	CDON
11	125937434	125938496	+	ENSG00000254759.1_2	NAP1L1P1
11	125970400	125972308	-	ENSG00000261257.1_6	AP000821.1
11	125991784	125997976	-	ENSG00000287666.1_2	AP000821.2
11	126030609	126045930	+	ENSG00000254833.1_6	AP001893.3
11	126049392	126049593	-	ENSG00000254771.1_5	AP001893.2
11	126071991	126081587	-	ENSG00000165526.9_6	RPUSD4
11	126078506	126078922	-	ENSG00000254694.1_8	AP001893.1
11	126081619	126132879	+	ENSG00000197798.9_5	FAM118B
11	126132833	126139039	-	ENSG00000182934.12_5	SRPRA
11	126138950	126148026	+	ENSG00000110074.11_3	FOXRED1
11	126148152	126148472	-	ENSG00000243607.3_4	RPL35AP26
11	126152960	126168740	+	ENSG00000150455.13_3	TIRAP
11	126162817	126164149	-	ENSG00000254905.1_7	AP001318.1
11	126164193	126174213	-	ENSG00000255062.1_7	AP001318.2
11	126173955	126219900	+	ENSG00000110063.10_4	DCPS
11	126210784	126225482	-	ENSG00000280832.1_7	GSEC
11	126225535	126310239	+	ENSG00000110080.18_6	ST3GAL4
11	126246668	126246788	-	ENSG00000278215.1_5	AP001318.3
11	126293253	126873355	-	ENSG00000149571.12_6	KIRREL3
11	126413842	126480843	+	ENSG00000257271.1_6	KIRREL3-AS1
11	126522747	126551999	+	ENSG00000254607.2_6	AP001783.1
11	126790084	126810555	-	ENSG00000254938.1_8	AP002833.1
11	126804782	126807046	-	ENSG00000279358.1_6	AP002833.3
11	126810642	126814986	+	ENSG00000254960.2_5	KIRREL3-AS2
11	126862348	126865354	+	ENSG00000255317.1_6	AP002833.2
11	126872805	126875953	+	ENSG00000218109.5_6	KIRREL3-AS3
11	126891631	127042258	+	ENSG00000255087.4_7	AP001993.1
11	127058780	127093344	+	ENSG00000272642.2_6	AP003121.1
11	127140924	127206928	+	ENSG00000273409.3_8	LINC02712
11	127527463	127527772	+	ENSG00000254591.1_5	AP003532.1
11	127810808	127811549	-	ENSG00000254612.2_5	AP001000.1
11	127965653	128053566	+	ENSG00000273415.3_7	LINC02725
11	128078644	128111336	+	ENSG00000272575.7_5	LINC02098
11	128328656	128457453	-	ENSG00000134954.14_7	ETS1
11	128396037	128400284	+	ENSG00000254588.1_6	ETS1-AS1
11	128484235	128556817	-	ENSG00000245008.4_7	AP001122.1
11	128556430	128683162	+	ENSG00000151702.17_4	FLI1
11	128561567	128565918	-	ENSG00000254703.2_7	SENCR
11	128706210	128737268	-	ENSG00000151704.15_7	KCNJ1
11	128750220	128750563	-	ENSG00000255369.1_5	AP000920.1
11	128761251	128791058	+	ENSG00000120457.12_3	KCNJ5
11	128769460	128775964	-	ENSG00000174370.10_4	C11orf45
11	128804626	128813294	-	ENSG00000120471.15_3	TP53AIP1
11	128834955	129149219	-	ENSG00000134909.18_4	ARHGAP32
11	129165181	129166376	-	ENSG00000255259.2_4	ZNF123P
11	129245743	129322174	+	ENSG00000043039.7_3	BARX2
